ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
255 1.72899 0.372481 0.115869
211 -0.406694 0.159807 -0.696467
457 1.16843 0.278968 0.199027
181 0.176141 0.286485 0.21571
402 -1.08257 0.987874 2.01602
354 0.687397 -0.698434 0.927708
368 0.855332 0.0981391 1.23223
425 -0.244434 -0.037747 -0.628175
379 1.20861 0.685061 0.754505
102 -0.915448 0.622155 0.6905
227 0.334198 1.05634 0.669094
415 -0.873029 -2.08619 0.192782
127 -0.335792 0.140518 0.212459
386 -2.16006 0.494311 -0.0957991
188 0.456327 2.10566 -0.480341
50 -0.0378724 -0.90339 0.363678
205 1.46849 0.277699 -0.469158
411 -0.984336 0.281863 1.62002
257 0.538657 0.952137 -1.64636
88 0.749669 -0.505414 -0.078625
389 0.372425 0.0940815 0.0191733
407 -2.32019 -1.96778 0.55135
420 0.465248 1.17053 -2.19523
463 -0.354259 0.409729 1.52389
45 0.190133 -0.00421306 -0.854588
115 -1.33673 0.475278 -0.366912
369 0.305446 0.865611 -0.340465
418 -0.0139981 -0.147893 -1.28119
121 -0.276796 0.477617 0.780713
65 -0.150492 -0.892414 -0.289556
401 -0.626641 -1.3212 -0.7041
157 0.517702 0.594365 -0.693104
95 0.553553 -0.902085 0.193757
118 -0.00336227 0.223915 -0.288514
219 -0.929102 -0.901761 0.0619803
116 -0.972899 0.643366 -1.22645
241 -0.00592018 1.05141 1.67951
9 0.689962 0.334352 0.506019
119 -0.751272 -1.73942 -1.0149
253 0.231029 -0.966436 -0.533147
232 0.259341 0.202089 -0.231537
104 -0.139881 0.31285 0.311873
484 0.313869 -0.924147 1.34674
405 0.823499 0.158226 1.33546
117 -0.291063 -0.638763 0.194938
33 -0.874987 -0.921954 -0.210685
243 -0.590674 -0.331985 1.1665
391 0.0951891 1.18247 0.854882
383 1.21843 0.372548 0.793082
417 -0.674669 2.25714 -0.513827
148 0.913322 0.468715 -0.543543
309 -0.613359 -0.505057 0.258367
396 -1.07489 -0.538423 -1.62793
479 0.523365 -1.58868 0.997553
48 -0.644279 -1.23289 -0.39691
393 0.0185766 -1.92602 0.351718
481 -0.00862236 0.113825 -1.27516
409 -0.00929833 -0.770963 1.48795
295 0.094249 1.04927 0.558297
223 0.642628 -0.993442 1.41007
261 0.10088 -1.77103 -0.326911
114 0.993501 0.788279 0.693004
195 0.0961993 1.42169 -0.0853025
494 -1.41499 0.680888 0.819843
472 0.256878 -0.897951 0.44695
498 0.949959 1.50296 -1.12322
421 0.642512 -1.28258 -0.43296
263 -0.0619465 0.337925 -0.951613
374 -0.49439 -1.17158 0.198051
47 -0.300185 -0.091926 -1.16113
51 -0.929112 -1.30851 0.543698
487 0.482209 0.623664 -0.0258295
500 -0.829194 -0.778611 -0.855965
32 0.964061 -0.126134 0.172653
248 0.501124 -0.845523 0.281183
467 0.0893321 0.482036 0.329986
105 -1.09151 -0.741218 -0.256204
388 0.142244 -0.929604 -0.502314
490 -0.351303 -0.449048 -2.05357
236 1.15487 0.33206 -0.77415
359 -0.26183 -0.348424 0.339589
22 -0.531892 -0.242403 0.0860274
319 1.99402 1.33448 -1.37147
351 0.268889 1.36989 -0.315896
57 -1.25234 -0.419486 -1.13313
130 0.660878 -0.769248 0.381412
452 -0.519415 -0.565025 0.700881
334 1.58121 0.609015 0.442449
190 0.628388 0.0987395 1.7228
41 1.13659 0.662536 -0.924328
352 0.205477 -0.795797 1.17347
139 0.72623 0.218231 0.397491
29 0.497772 -0.0140127 1.1064
485 1.2707 -0.455411 -3.02835
21 1.03818 -0.641402 0.221474
201 0.538503 0.648767 1.33315
366 1.47167 -0.267463 0.877578
495 -1.02773 -0.489108 0.62247
159 -0.602952 0.225963 0.692721
106 -1.10291 -0.277855 -0.220446
73 -0.0155081 1.40921 0.397415
414 -0.00299757 -0.0342623 1.22601
434 -0.223927 1.14999 -1.57701
98 -1.84483 -0.852902 -0.864518
198 0.161687 -0.539584 0.856412
410 1.06723 0.957108 0.529843
179 0.328607 -1.58825 0.864757
432 -1.49049 -0.672004 0.0537054
61 -1.08618 0.998305 0.0295199
438 -0.146162 0.152233 0.0229439
397 -1.13051 0.785714 0.274541
144 -0.877474 -0.730973 0.225447
435 -1.57871 -0.934063 0.20814
202 1.09034 -0.0523121 0.639118
249 -0.146828 2.21479 -0.384825
449 1.21015 0.808073 1.56701
230 -0.0303384 -1.41464 0.0865506
166 -0.279309 1.71201 -0.0393908
2 0.171995 0.455147 -0.804571
55 0.510649 -0.325694 0.248443
204 -2.30091 0.320713 0.0152472
497 0.757834 0.412159 -0.49047
458 0.492637 -0.896389 -0.370465
140 0.118452 0.597497 1.09312
133 0.944842 0.266964 0.943147
141 -0.176835 0.572575 0.618805
347 1.51452 1.3707 2.18088
278 -0.473164 -0.351313 -1.37845
231 -0.610905 0.460001 -0.377523
132 1.15912 0.802479 0.43269
147 -0.217173 -0.00120869 -1.10439
488 0.94559 -0.147265 1.34726
7 0.0852969 0.487703 0.0398084
429 -0.412376 1.75188 0.930861
440 -0.237097 1.63386 1.28326
292 -0.804833 1.13009 0.420752
466 -0.654499 -1.29019 0.179585
279 0.548555 -0.344292 0.809598
60 0.148605 0.968875 -0.381832
301 1.04577 1.08204 0.109103
474 2.18261 -0.10788 0.337961
469 -0.44338 -0.696106 -1.46903
180 -0.716645 0.190333 0.151662
287 -0.374116 1.41212 1.11733
361 -0.200725 -1.02879 -2.18148
343 -0.838065 0.924489 -0.634449
53 -0.022439 -0.216973 1.18475
134 -0.876188 0.137967 -0.210631
290 2.04951 -1.1712 0.73103
475 0.302342 -0.66317 0.896027
320 1.32654 -0.0337604 -0.506237
360 1.04177 -1.92342 -0.491733
129 -1.95647 0.670432 -0.0131865
151 0.192077 0.769913 0.768766
491 0.444578 -1.70716 1.97469
87 -0.750119 -0.700636 -0.261265
270 -0.290362 0.587765 0.217127
431 0.239923 -0.690017 -0.498284
165 1.37477 0.598268 0.404282
476 -2.22648 1.21857 0.931348
321 0.654474 0.0739993 -0.111591
163 -0.606832 0.317926 0.486497
213 1.61972 -0.217204 0.504369
473 -1.02913 0.122677 -0.064795
381 -1.03003 0.501008 -0.274921
161 0.756277 -0.492043 1.16358
162 0.115358 -0.515809 -0.882762
403 1.6637 1.24141 -0.592382
154 1.09464 -0.62085 -0.0919753
433 -0.320914 0.219185 0.115921
342 -0.372616 -0.397567 -0.579838
67 0.228029 -0.600202 1.32159
338 -1.22182 -0.426601 -0.858654
392 -0.1415 -0.573514 -0.497855
31 1.55605 0.212681 -0.0132769
444 0.953351 0.198255 0.215393
470 -0.707718 0.337924 0.242789
344 -0.798692 0.939841 -0.176797
160 0.600607 0.0213795 -1.07009
299 0.579943 0.407653 0.286373
363 -0.211942 -1.34091 -1.00991
471 0.960625 -0.485873 -2.14524
357 -0.898334 0.814099 -0.655501
89 -1.17446 -0.546869 -0.340494
207 -0.0815769 -1.28847 -0.430776
288 1.06918 -0.890348 1.45606
477 -0.380815 -1.22931 0.0912914
221 -1.92664 0.0875038 0.042672
348 -0.0788701 1.14418 -0.284658
237 0.8196 0.297461 -0.551454
400 0.815972 1.0669 0.813648
461 -0.691942 -1.54299 -2.08175
58 0.837996 -0.562914 -0.927334
462 -1.93832 1.36511 0.0774176
82 0.0342996 0.285201 -1.22959
197 0.255049 0.92182 -0.0138408
486 -1.66113 1.97967 -0.788425
329 -0.593421 -1.06769 0.606174
143 0.224857 0.178268 0.0558705
455 0.753779 -1.56452 1.13843
372 0.949842 -0.716524 0.114561
149 -0.292746 0.3387 -0.130573
137 -0.206934 1.22061 -0.36486
77 1.29535 -0.356914 -0.312957
370 -2.71021 1.62894 0.545949
496 -0.410899 0.0375832 0.558917
69 -0.236295 -1.039 -0.283383
394 -0.228674 0.388588 0.103705
75 0.860969 -0.139087 -0.552964
94 0.406289 0.986114 -0.991892
441 -0.881995 -0.0822768 -0.483573
385 0.194344 -0.211706 0.575197
59 -0.327861 1.83611 -0.707167
193 0.329398 -0.08009 -1.11243
